Carimbo de data/hora,Nome do pesquisador,Local da pesquisa,Qual a sua idade?,Qual o gênero com o qual você se identifica?,Você se autodeclara em relação a raça/cor?,Em qual bairro você mora? Caso não esteja listado responder na próxima pergunta.,Bairro (Outro):,Qual sua atividade principal,Você possui alguma atividade secundária?,Existe um local seguro para guardar bicicleta no meu local de estudo,Por qual motivo você não usa bicicleta para ir para escola/faculdade/curso?,"Você utiliza bicicleta nos seus deslocamentos, mesmo que de forma secundária ou poucas vezes no mês?",Com que frequência você pedala,Você tem medo de acidentes quando pedala em Fortaleza?,O que precisa melhorar para que você pedale de forma mais confortável e segura em Fortaleza? (pode marcar várias),Seus destinos de trabalho/estudo/lazer ou outros são próximos de você? (Até 15min),Porque você escolhe andar de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_ciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_ciclista,Porque você não anda mais de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_nciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Possuo bicicleta em casa],Você concorda com as seguintes afirmações? [Tenho acesso a bicicleta de outra pessoa ou de bicicletas públicas],Você concorda com as seguintes afirmações? [Meus destinos de trabalho/estudo/outros são proximos da minha casa (15min)],Você concorda com as seguintes afirmações? [Tenho medo de sofrer um acidente de trânsito],Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_nciclista,Qual meio de transporte você mais utiliza no dia a dia para suas atividades diárias? (Modo principal),"Você utiliza algum outro meio de transporte secundário? (se não, deixar em branco)",Você gostaria de mudar seu meio de transporte principal? Para qual modo?,Utilizo mais de um ônibus para realizar minha atividade principal trabalho/estudo/outros.,Um dos ônibus que eu pego nas minhas viagens diárias faz uma viagem de curta distância (15min).,Existem locais para guardar minha bicicleta ao longo do meu caminho para minha atividade diária trabalho/estudo/outros.,O que lhe impede de usar bicicleta integrando com o ônibus (usar bicicleta e ônibus) nos seus deslocamentos diários? (Pode marcar várias),Um caminho ou trecho totalmente separado da rua e dos veículos,"Uma rua residencial tranquila, sem ciclofaixa","Uma rua residencial tranquila, com ciclofaixa","Uma rua comercial de bairro, sem ciclofaixa ou ciclovia","Uma rua comercial de bairro, com ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, sem ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclofaixa","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclovia","Uma rodovia, com 4 faixas por sentido e velocidades altas, sem ciclofaixa ou ciclovia.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclofaixa.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclovia.",Você gostaria de pedalar mais do que atualmente?,Você pedalou nos últimos 30 dias?,"Qual é a renda total do seu domicílio? Ou seja, a soma dos rendimentos de todos que moram na sua casa.",Você aprendeu ou foi estimulado a aprender a andar de bicicleta na infância?,SR,Tipo de ciclistas,Ciclista,no_sense
2024-03-05T08:55:51.725Z,,Centro da Messejana,46-50,Masculino,Preto (a),Outro,Jose de alencar,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),5 ou mais vezes por semana,4 - Considero seguro,"Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas",Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefiro não responder,Sim,,,Ciclista,TRUE
2024-03-05T08:56:05.564001Z,,Centro da Messejana,26-30,Masculino,Branco (a),Outro,Uruoca,Trabalho fixo,,,,Utilizo sempre,5 ou mais vezes por semana,4 - Considero seguro,"Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Sim,"Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Concordo,,,,,,,,,,,,,,Bicicleta,Motocicleta,Motocicleta,,,,,5 - Muito confortável,2,4,1 - Muito desconfortável,3,1 - Muito desconfortável,2,4,2,5 - Muito confortável,3,4 - Concordo,Sim,Menor que 1 salário mínimo,Sim,,"Interessado, mas preocupado",Ciclista,FALSE
2024-03-05T09:02:07.017Z,,Centro da Messejana,18 - 25,Feminino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,"Não sei andar de bicicleta, É muito quente em Fortaleza para andar de bicicleta",Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,,Carona de carro,A pé,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,4,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,De jeito nenhum,Não ciclista,FALSE
2024-03-05T09:02:22.568Z,,Centro da Messejana,41-45,Masculino,Branco (a),Quintino Cunha,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"É mais rápido, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo,Discordo,Concordo,Discordo,Concordo,Discordo,,,,,,,,,,,,,,Motocicleta,Dirigindo carro,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 2 e 3 salários mínimos,Sim,SR 3,"Interessado, mas preocupado",Ciclista,TRUE
2024-03-05T09:02:54.383Z,,Centro da Messejana,26-30,Feminino,Pardo (a),Conjunto Palmeiras,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,"Não tenho bicicleta, Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado, Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta",Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Concordo,,Ônibus Municipal ou Vans,Uber moto,Carro,Não se aplica,Não se aplica,Sim,Distância da viagem,3,2,2,2,4,2,3,4,1 - Muito desconfortável,4,4,1 - Discordo fortemente,Sim,Entre 1 e 2 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,TRUE
2024-03-05T09:03:16.822Z,,Centro da Messejana,18 - 25,Masculino,Preto (a),Messejana,,Trabalho intermitente,,,,Utilizo raramente,,,,,,,,,,,,Concordo totalmente,"Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta, Não há um lugar seguro para guardar a minha bicicleta, Não há ciclovias ou ciclofaixas no meu caminho, A qualidade das ciclovias e ciclofaixas no meu caminho é indequada",Concordo parcialmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,,Ônibus Municipal ou Vans,Bicicleta,Motocicleta,Não,Concordo fortemente,Não,"Falta de estacionamento ou local para guardar a bicicleta, Tenho medo de ser assaltado andando de bicicleta",5 - Muito confortável,3,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,3,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 2 e 3 salários mínimos,,SR 6,"Interessado, mas preocupado",Não ciclista,FALSE
2024-03-05T09:03:39.620Z,,Centro da Messejana,18 - 25,Feminino,Pardo (a),Mondubim,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,Tenho medo de ser assaltado,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,,Uber moto,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,2,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,2,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,4 - Concordo,Não,Menor que 1 salário mínimo,,SR 10,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:04:57.289Z,,Centro da Messejana,46-50,Feminino,Branco (a),Outro,Chorozinho,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,Concordo totalmente,"Tenho medo de ser assaltado, Não há ciclovias ou ciclofaixas no meu caminho",Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,A pé,A pé,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,4,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Discordo fortemente,Não,Prefiro não responder,,,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:05:11.773Z,,Centro da Messejana,41-45,Feminino,Branco (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,Não tenho bicicleta,Concordo,Concordo parcialmente,Discordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,,Ônibus Municipal ou Vans,Uber moto,Carro,Sim,Concordo,Sim,Distância da viagem,5 - Muito confortável,3,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:05:24.603Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,Não sei andar de bicicleta,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,,Ônibus Municipal ou Vans,Uber carro,Não gostaria,Sim,Concordo fortemente,Não,Não sei andar de bicicleta,2,4,4,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,4,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,De jeito nenhum,Não ciclista,FALSE
2024-03-05T09:09:41.772Z,,Centro da Messejana,18 - 25,Feminino,Branco (a),Conjunto Palmeiras,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,"Tenho medo de ser assaltado, Sedentarismo",Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,,Motocicleta,Carona de carro,Carro,,,,,5 - Muito confortável,3,5 - Muito confortável,1 - Muito desconfortável,4,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 2 e 3 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:10:20.691Z,,Centro da Messejana,18 - 25,Feminino,Preto (a),Bom Jardim,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,Não tenho bicicleta,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,,Ônibus Municipal ou Vans,A pé,Motocicleta,Sim,Discordo fortemente,Não,"Distância da viagem, Falta de estacionamento ou local para guardar a bicicleta",5 - Muito confortável,4,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Discordo fortemente,Não,Entre 2 e 3 salários mínimos,,SR 5,Entusiasmado e confiante,Não ciclista,TRUE
2024-03-05T09:12:22.524Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Conjunto Palmeiras,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,Não tenho bicicleta,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,,Ônibus Municipal ou Vans,A pé,Carro,Sim,Discordo fortemente,Não,Distância da viagem,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:12:25.685Z,,Centro da Messejana,18 - 25,Feminino,Pardo (a),Jangurussu,,Trabalho fixo,,,,Utilizo sempre,Mais de 2 vezes por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Conforto térmico (temperatura na rua)",Não,É mais rápido,Discordo totalmente,Concordo,Discordo totalmente,,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,,Ônibus Municipal ou Vans,Bicicleta,Motocicleta,Não,Discordo fortemente,Não,Distância da viagem,5 - Muito confortável,4,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 1 e 2 salários mínimos,Sim,SR 9,Entusiasmado e confiante,Ciclista,FALSE
2024-03-05T09:13:05.014Z,,Centro da Messejana,18 - 25,Masculino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,Não tenho bicicleta,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,,Ônibus intermunicipal,Motocicleta,Carro,Sim,Discordo,Não,Falta de estacionamento ou local para guardar a bicicleta,5 - Muito confortável,2,3,2,3,1 - Muito desconfortável,3,4,1 - Muito desconfortável,4,3,4 - Concordo,Sim,Entre 2 e 3 salários mínimos,,SR 6,"Interessado, mas preocupado",Não ciclista,FALSE
2024-03-05T09:14:15.009Z,,Centro da Messejana,< Menor de 18 anos,Masculino,Pardo (a),Outro,Jose de alencar,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro",Mais ciclovias e ciclofaixas,Sim,"É mais rápido, Gosto de andar de bicicleta (é prazeroso), É bom pra minha saúde mental",Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,,,,,,,,,,,,,,Uber carro,A pé,Motocicleta,,,,,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,3,5 - Muito confortável,3,3,3 - Não sei dizer,Sim,Entre 1 e 2 salários mínimos,Sim,,Entusiasmado e confiante,Ciclista,FALSE
2024-03-05T09:14:41.454Z,,Centro da Messejana,41-45,Masculino,Pardo (a),Messejana,,Trabalho fixo,,,,Utilizo sempre,5 ou mais vezes por semana,4 - Considero seguro,"Mais ciclovias e ciclofaixas, Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Sim,É bom pra minha saúde mental,Discordo,Concordo parcialmente,Discordo,Discordo,Concordo,Concordo,,,,,,,,,,,,,,Bicicleta,Dirigindo carro,A pé,,,,,5 - Muito confortável,2,5 - Muito confortável,1 - Muito desconfortável,4,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,4,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,Sim,SR 6,Entusiasmado e confiante,Ciclista,FALSE
2024-03-05T09:17:16.836Z,,Centro da Messejana,26-30,Feminino,Pardo (a),Genibaú,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,"Não tenho bicicleta, É muito quente em Fortaleza para andar de bicicleta, Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta, Não há um lugar seguro para guardar a minha bicicleta",Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo parcialmente,,Ônibus Municipal ou Vans,Motocicleta,Carro,Sim,Concordo,Sim,"Distância da viagem, Não tenho bicicleta, Tenho medo de sofrer um acidente andando de bicicleta, É muito quente em Fortaleza para andar de bicicleta",5 - Muito confortável,4,5 - Muito confortável,1 - Muito desconfortável,4,1 - Muito desconfortável,3,3,1 - Muito desconfortável,3,3,4 - Concordo,Não,Entre 2 e 3 salários mínimos,,SR 11,"Interessado, mas preocupado",Não ciclista,FALSE
2024-03-05T09:18:08.089Z,,Centro da Messejana,18 - 25,Masculino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,"Não tenho bicicleta, É muito quente em Fortaleza para andar de bicicleta, Não há um lugar seguro para guardar a minha bicicleta, Não há ciclovias ou ciclofaixas no meu caminho, A qualidade das ciclovias e ciclofaixas no meu caminho é indequada",Discordo,Concordo totalmente,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,,Dirigindo carro,A pé,Motocicleta,,,,,5 - Muito confortável,3,3,1 - Muito desconfortável,4,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T09:18:13.507Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Discordo totalmente,"Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado, É muito quente em Fortaleza para andar de bicicleta, Não há um lugar seguro para guardar a minha bicicleta, Não gosto de andar de bicicleta, Não há ciclovias ou ciclofaixas no meu caminho",Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,,Carona de carro,Uber carro,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,3,3,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 6,De jeito nenhum,Não ciclista,FALSE
2024-03-05T09:20:31.676Z,,Centro da Messejana,51-55,Masculino,Pardo (a),Ancuri,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo totalmente,Não tenho bicicleta,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo parcialmente,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,,Ônibus Municipal ou Vans,Uber moto,Carro,Sim,Discordo,Sim,Não tenho bicicleta,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,,,,,,,,,,Entre 2 e 3 salários mínimos,,SR 9,,Não ciclista,TRUE
2024-03-05T09:20:49.513Z,,Centro da Messejana,26-30,Feminino,Pardo (a),Edson Queiroz,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,"Tenho medo de ser assaltado, Não há um lugar seguro para guardar a minha bicicleta, A qualidade das ciclovias e ciclofaixas no meu caminho é indequada",Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,,Carona de carro,Bicicleta,Não gostaria,,,,,4,1 - Muito desconfortável,3,1 - Muito desconfortável,3,1 - Muito desconfortável,2,4,1 - Muito desconfortável,2,3,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,SR 7,"Interessado, mas preocupado",Não ciclista,FALSE
